"value","type_id","model_name","target_end_date","scenario_id","horizon","location","age_group"
176.631064194,0.99,5,2023-11-18,1,1,"06","5-64"
26.6909884069,0.01,5,2023-11-18,1,1,"06","65-130"
27.6074447648,0.025,5,2023-11-18,1,1,"06","65-130"
30.1042111953,0.05,5,2023-11-18,1,1,"06","65-130"
33.0043983972,0.1,5,2023-11-18,1,1,"06","65-130"
47.0685935234,0.25,5,2023-11-18,1,1,"06","65-130"
109.9525855207,0.5,5,2023-11-18,1,1,"06","65-130"
140.828911907,0.75,5,2023-11-18,1,1,"06","65-130"
156.9722876224,0.9,5,2023-11-18,1,1,"06","65-130"
165.0436960742,0.95,5,2023-11-18,1,1,"06","65-130"
165.4830761915,0.975,5,2023-11-18,1,1,"06","65-130"
168.169961157,0.99,5,2023-11-18,1,1,"06","65-130"
23.3983310918,0.01,6,2023-11-18,1,1,"06","0-0.99"
24.9533589296,0.025,6,2023-11-18,1,1,"06","0-0.99"
27.3084061786,0.05,6,2023-11-18,1,1,"06","0-0.99"
33.1090456244,0.1,6,2023-11-18,1,1,"06","0-0.99"
52.5780656463,0.25,6,2023-11-18,1,1,"06","0-0.99"
141.5032712344,0.5,6,2023-11-18,1,1,"06","0-0.99"
199.7971125043,0.75,6,2023-11-18,1,1,"06","0-0.99"
247.2952130962,0.9,6,2023-11-18,1,1,"06","0-0.99"
300.9545702506,0.95,6,2023-11-18,1,1,"06","0-0.99"
304.3429340817,0.975,6,2023-11-18,1,1,"06","0-0.99"
311.0220780695,0.99,6,2023-11-18,1,1,"06","0-0.99"
58.6790203656,0.01,6,2023-11-18,1,1,"06","0-130"
66.6673587593,0.025,6,2023-11-18,1,1,"06","0-130"
77.6588076475,0.05,6,2023-11-18,1,1,"06","0-130"
93.4998886619,0.1,6,2023-11-18,1,1,"06","0-130"
134.5571455468,0.25,6,2023-11-18,1,1,"06","0-130"
372.8707480303,0.5,6,2023-11-18,1,1,"06","0-130"
537.85852056,0.75,6,2023-11-18,1,1,"06","0-130"
615.2374781787,0.9,6,2023-11-18,1,1,"06","0-130"
727.5208188902,0.95,6,2023-11-18,1,1,"06","0-130"
746.9595861892,0.975,6,2023-11-18,1,1,"06","0-130"
771.741149667,0.99,6,2023-11-18,1,1,"06","0-130"
11.1287355366,0.01,6,2023-11-18,1,1,"06","1-4"
12.2327777575,0.025,6,2023-11-18,1,1,"06","1-4"
13.2858652132,0.05,6,2023-11-18,1,1,"06","1-4"
16.5400029394,0.1,6,2023-11-18,1,1,"06","1-4"
30.8869940303,0.25,6,2023-11-18,1,1,"06","1-4"
92.4514852933,0.5,6,2023-11-18,1,1,"06","1-4"
122.2289255471,0.75,6,2023-11-18,1,1,"06","1-4"
145.3696505779,0.9,6,2023-11-18,1,1,"06","1-4"
158.9071426756,0.95,6,2023-11-18,1,1,"06","1-4"
165.5868053404,0.975,6,2023-11-18,1,1,"06","1-4"
168.9058957009,0.99,6,2023-11-18,1,1,"06","1-4"
11.6905409389,0.01,6,2023-11-18,1,1,"06","5-64"
13.629338927,0.025,6,2023-11-18,1,1,"06","5-64"
15.5007974694,0.05,6,2023-11-18,1,1,"06","5-64"
19.2009163091,0.1,6,2023-11-18,1,1,"06","5-64"
33.7787500401,0.25,6,2023-11-18,1,1,"06","5-64"
56.9493792495,0.5,6,2023-11-18,1,1,"06","5-64"
77.4704929605,0.75,6,2023-11-18,1,1,"06","5-64"
97.8357794626,0.9,6,2023-11-18,1,1,"06","5-64"
105.8897624699,0.95,6,2023-11-18,1,1,"06","5-64"
113.3422283963,0.975,6,2023-11-18,1,1,"06","5-64"
116.9007588426,0.99,6,2023-11-18,1,1,"06","5-64"
8.195526751,0.01,6,2023-11-18,1,1,"06","65-130"
10.4358907405,0.025,6,2023-11-18,1,1,"06","65-130"
14.8698072231,0.05,6,2023-11-18,1,1,"06","65-130"
18.364597256,0.1,6,2023-11-18,1,1,"06","65-130"
27.5162082199,0.25,6,2023-11-18,1,1,"06","65-130"
51.5821444349,0.5,6,2023-11-18,1,1,"06","65-130"
72.6267118731,0.75,6,2023-11-18,1,1,"06","65-130"
104.2246354114,0.9,6,2023-11-18,1,1,"06","65-130"
112.3473055371,0.95,6,2023-11-18,1,1,"06","65-130"
114.4689945651,0.975,6,2023-11-18,1,1,"06","65-130"
118.3546938796,0.99,6,2023-11-18,1,1,"06","65-130"
25.1977915009,0.01,7,2023-11-18,1,1,"06","0-0.99"
30.9168922167,0.025,7,2023-11-18,1,1,"06","0-0.99"
31.8264984327,0.05,7,2023-11-18,1,1,"06","0-0.99"
40.1600315646,0.1,7,2023-11-18,1,1,"06","0-0.99"
62.8433952597,0.25,7,2023-11-18,1,1,"06","0-0.99"
161.6806640583,0.5,7,2023-11-18,1,1,"06","0-0.99"
223.8580247781,0.75,7,2023-11-18,1,1,"06","0-0.99"
293.3643524314,0.9,7,2023-11-18,1,1,"06","0-0.99"
336.1638430626,0.95,7,2023-11-18,1,1,"06","0-0.99"
343.9680039329,0.975,7,2023-11-18,1,1,"06","0-0.99"
375.3624734001,0.99,7,2023-11-18,1,1,"06","0-0.99"
65.8380044651,0.01,7,2023-11-18,1,1,"06","0-130"
73.5662140516,0.025,7,2023-11-18,1,1,"06","0-130"
85.2228454398,0.05,7,2023-11-18,1,1,"06","0-130"
102.7123495628,0.1,7,2023-11-18,1,1,"06","0-130"
142.2116790629,0.25,7,2023-11-18,1,1,"06","0-130"
432.5326818412,0.5,7,2023-11-18,1,1,"06","0-130"
601.3300439811,0.75,7,2023-11-18,1,1,"06","0-130"
759.0806323796,0.9,7,2023-11-18,1,1,"06","0-130"
799.6474488514,0.95,7,2023-11-18,1,1,"06","0-130"
898.294253983,0.975,7,2023-11-18,1,1,"06","0-130"
907.5614863134,0.99,7,2023-11-18,1,1,"06","0-130"
13.6235233453,0.01,7,2023-11-18,1,1,"06","1-4"
14.610960999,0.025,7,2023-11-18,1,1,"06","1-4"
15.8407681278,0.05,7,2023-11-18,1,1,"06","1-4"
19.8253122255,0.1,7,2023-11-18,1,1,"06","1-4"
34.6515275296,0.25,7,2023-11-18,1,1,"06","1-4"
100.2054471523,0.5,7,2023-11-18,1,1,"06","1-4"
143.5196368731,0.75,7,2023-11-18,1,1,"06","1-4"
165.0636256098,0.9,7,2023-11-18,1,1,"06","1-4"
172.6931971474,0.95,7,2023-11-18,1,1,"06","1-4"
184.0246270586,0.975,7,2023-11-18,1,1,"06","1-4"
194.8625206363,0.99,7,2023-11-18,1,1,"06","1-4"
13.9165113721,0.01,7,2023-11-18,1,1,"06","5-64"
14.9209000081,0.025,7,2023-11-18,1,1,"06","5-64"
17.4591114226,0.05,7,2023-11-18,1,1,"06","5-64"
24.5841244915,0.1,7,2023-11-18,1,1,"06","5-64"
39.5941542889,0.25,7,2023-11-18,1,1,"06","5-64"
65.2190711023,0.5,7,2023-11-18,1,1,"06","5-64"
84.4423830973,0.75,7,2023-11-18,1,1,"06","5-64"
115.8934777221,0.9,7,2023-11-18,1,1,"06","5-64"
